Age,Gender,Education Level,Job Title,Years of Experience,Salary
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,24926
42.0,Male,Master's Degree,Lead Software Engineer,12.0,233531
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,39568
33.0,Male,Bachelor's Degree,Senior Manager,7.5,101528
24.0,Female,High School,Sales Representative,2.5,19267
30.0,Male,Master's Degree,Senior Data Analyst,6.0,82874
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81355
36.0,Female,Master's Degree,Director,11.0,436772
25.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,45426
29.0,Female,PhD,Senior Data Scientist,10.0,218821
33.0,Male,Bachelor's Degree,Senior Manager,12.0,147197
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,24376
43.0,Male,Master's Degree,Lead Software Engineer,12.0,255463
30.0,Female,Bachelor's Degree,Marketing Specialist,4.0,37534
34.0,Male,Bachelor's Degree,Senior Manager,7.5,86564
25.0,Female,High School,Sales Representative,2.5,17042
31.0,Male,Master's Degree,Senior Data Analyst,6.0,78471
27.0,Female,Bachelor's Degree,Manager,3.0,30826
33.0,Male,PhD,Senior Data Scientist,10.0,270264
23.0,Female,High School,Receptionist,0.0,6740
38.0,Male,Bachelor's Degree,Director,18.0,245005
39.0,Female,Master's Degree,Senior Manager,7.5,110865
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,38259
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24621
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,39553
35.0,Female,PhD,Senior Research Scientist,11.0,87388
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,41124
32.0,Female,Master's Degree,Director,15.0,209395
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,35019
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24330
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,43359
35.0,Female,PhD,Senior Research Scientist,11.0,82545
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,40643
32.0,Female,Master's Degree,Director,15.0,203440
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,86836
36.0,Female,Master's Degree,Director,11.0,458017
25.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,49922
29.0,Female,PhD,Senior Data Scientist,10.0,198495
33.0,Male,Bachelor's Degree,Senior Manager,12.0,168338
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,29398
43.0,Male,Master's Degree,Lead Software Engineer,12.0,230961
30.0,Female,Bachelor's Degree,Marketing Specialist,4.0,41830
34.0,Male,Bachelor's Degree,Senior Manager,7.5,86452
25.0,Female,High School,Sales Representative,2.5,19520
31.0,Male,Master's Degree,Senior Data Analyst,6.0,84566
27.0,Female,Bachelor's Degree,Manager,3.0,28740
33.0,Male,PhD,Senior Data Scientist,10.0,232036
23.0,Female,High School,Receptionist,0.0,7251
38.0,Male,Bachelor's Degree,Director,18.0,249100
39.0,Female,Master's Degree,Senior Manager,7.5,129860
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,35035
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23489
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,39328
35.0,Female,PhD,Senior Research Scientist,11.0,81131
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,40548
32.0,Female,Master's Degree,Director,15.0,232778
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,34124
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20959
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,36591
35.0,Female,PhD,Senior Research Scientist,11.0,76374
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,37568
32.0,Female,Master's Degree,Director,15.0,216301
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,80407
36.0,Female,Master's Degree,Director,11.0,470316
25.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,45451
29.0,Female,PhD,Senior Data Scientist,10.0,238462
33.0,Male,Bachelor's Degree,Senior Manager,12.0,164156
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,29478
43.0,Male,Master's Degree,Lead Software Engineer,12.0,226524
30.0,Female,Bachelor's Degree,Marketing Specialist,4.0,38660
34.0,Male,Bachelor's Degree,Senior Manager,7.5,89403
25.0,Female,High School,Sales Representative,2.5,16950
31.0,Male,Master's Degree,Senior Data Analyst,6.0,84366
27.0,Female,Bachelor's Degree,Manager,3.0,28585
33.0,Male,PhD,Senior Data Scientist,10.0,255833
23.0,Female,High School,Receptionist,0.0,7016
38.0,Male,Bachelor's Degree,Director,18.0,240143
39.0,Female,Master's Degree,Senior Manager,7.5,122658
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,32598
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23233
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,40241
35.0,Female,PhD,Senior Research Scientist,11.0,77419
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,36657
32.0,Female,Master's Degree,Director,15.0,225758
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,36120
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22729
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,38960
35.0,Female,PhD,Senior Research Scientist,11.0,89341
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,42150
32.0,Female,Master's Degree,Director,15.0,240486
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,86851
36.0,Female,Master's Degree,Director,11.0,480841
25.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,44751
29.0,Female,PhD,Senior Data Scientist,10.0,238928
33.0,Male,Bachelor's Degree,Senior Manager,12.0,140740
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,28416
43.0,Male,Master's Degree,Lead Software Engineer,12.0,258933
30.0,Female,Bachelor's Degree,Marketing Specialist,4.0,41502
34.0,Male,Bachelor's Degree,Senior Manager,7.5,88480
25.0,Female,High School,Sales Representative,2.5,16759
31.0,Male,Master's Degree,Senior Data Analyst,6.0,84749
27.0,Female,Bachelor's Degree,Manager,3.0,31198
33.0,Male,PhD,Senior Data Scientist,10.0,269384
23.0,Female,High School,Receptionist,0.0,6637
38.0,Male,Bachelor's Degree,Director,18.0,242572
39.0,Female,Master's Degree,Senior Manager,7.5,126698
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,39077
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21175
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37472
35.0,Female,PhD,Senior Research Scientist,11.0,79010
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,42478
32.0,Female,Master's Degree,Director,15.0,207315
26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,37069
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23020
28.0,Male,Bachelor's Degree,Marketing Specialist,3.0,39796
35.0,Female,PhD,Senior Research Scientist,11.0,84943
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,36933
32.0,Female,Master's Degree,Director,15.0,202410
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79696
36.0,Female,Master's Degree,Director,11.0,480893
25.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,45713
29.0,Female,PhD,Senior Data Scientist,10.0,214383
33.0,Male,Bachelor's Degree,Senior Manager,12.0,162796
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,28186
43.0,Male,Master's Degree,Lead Software Engineer,12.0,253833
30.0,Female,Bachelor's Degree,Marketing Specialist,4.0,41708
34.0,Male,Bachelor's Degree,Senior Manager,7.5,91616
25.0,Female,High School,Sales Representative,2.5,16931
31.0,Male,Master's Degree,Senior Data Analyst,6.0,93152
27.0,Female,Bachelor's Degree,Manager,3.0,34472
33.0,Male,PhD,Senior Data Scientist,10.0,267248
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,85752
35.0,Female,Master's Degree,Director,11.0,427624
24.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,48860
28.0,Female,PhD,Senior Data Scientist,10.0,238217
32.0,Male,Bachelor's Degree,Senior Manager,12.0,160643
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,29058
41.0,Male,Master's Degree,Lead Software Engineer,12.0,266968
29.0,Female,Bachelor's Degree,Marketing Specialist,4.0,42469
33.0,Male,Bachelor's Degree,Senior Manager,7.5,96054
24.0,Female,High School,Sales Representative,2.5,19539
30.0,Male,Master's Degree,Senior Data Analyst,6.0,92270
26.0,Female,Bachelor's Degree,Manager,3.0,30639
32.0,Male,PhD,Senior Data Scientist,10.0,267442
22.0,Female,High School,Receptionist,0.0,6049
37.0,Male,Bachelor's Degree,Director,18.0,252489
38.0,Female,Master's Degree,Senior Manager,7.5,127930
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,36150
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21915
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,41605
34.0,Female,PhD,Senior Research Scientist,11.0,88757
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,37503
31.0,Female,Master's Degree,Director,15.0,224376
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,35232
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20762
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,43865
34.0,Female,PhD,Senior Research Scientist,11.0,82555
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,43845
31.0,Female,Master's Degree,Director,15.0,209896
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,90801
35.0,Female,Master's Degree,Director,11.0,479604
24.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,45340
28.0,Female,PhD,Senior Data Scientist,10.0,222348
32.0,Male,Bachelor's Degree,Senior Manager,12.0,141220
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,24424
41.0,Male,Master's Degree,Lead Software Engineer,12.0,246415
29.0,Female,Bachelor's Degree,Marketing Specialist,4.0,40918
33.0,Male,Bachelor's Degree,Senior Manager,7.5,88270
24.0,Female,High School,Sales Representative,2.5,17281
30.0,Male,Master's Degree,Senior Data Analyst,6.0,87852
26.0,Female,Bachelor's Degree,Manager,3.0,32571
32.0,Male,PhD,Senior Data Scientist,10.0,248974
22.0,Female,High School,Receptionist,0.0,6082
37.0,Male,Bachelor's Degree,Director,18.0,211218
38.0,Female,Master's Degree,Senior Manager,7.5,123173
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,33754
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23310
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37598
34.0,Female,PhD,Senior Research Scientist,11.0,77242
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,42755
31.0,Female,Master's Degree,Director,15.0,210010
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,39047
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24320
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,39500
34.0,Female,PhD,Senior Research Scientist,11.0,82206
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,37814
31.0,Female,Master's Degree,Director,15.0,210368
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91052
35.0,Female,Master's Degree,Director,11.0,479825
24.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,51012
28.0,Female,PhD,Senior Data Scientist,10.0,197226
32.0,Male,Bachelor's Degree,Senior Manager,12.0,168588
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,24608
41.0,Male,Master's Degree,Lead Software Engineer,12.0,237932
29.0,Female,Bachelor's Degree,Marketing Specialist,4.0,38532
33.0,Male,Bachelor's Degree,Senior Manager,7.5,98927
24.0,Female,High School,Sales Representative,2.5,16544
30.0,Male,Master's Degree,Senior Data Analyst,6.0,81549
26.0,Female,Bachelor's Degree,Manager,3.0,34546
32.0,Male,PhD,Senior Data Scientist,10.0,260833
22.0,Female,High School,Receptionist,0.0,6339
37.0,Male,Bachelor's Degree,Director,18.0,217476
38.0,Female,Master's Degree,Senior Manager,7.5,123495
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,33530
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20331
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37855
34.0,Female,PhD,Senior Research Scientist,11.0,87737
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,39425
31.0,Female,Master's Degree,Director,15.0,244802
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,35564
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24017
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37679
34.0,Female,PhD,Senior Research Scientist,11.0,88164
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,38900
31.0,Female,Master's Degree,Director,15.0,211312
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79876
35.0,Female,Master's Degree,Director,11.0,435608
24.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,50818
28.0,Female,PhD,Senior Data Scientist,10.0,198686
32.0,Male,Bachelor's Degree,Senior Manager,12.0,160172
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,25462
41.0,Male,Master's Degree,Lead Software Engineer,12.0,250705
29.0,Female,Bachelor's Degree,Marketing Specialist,4.0,41438
33.0,Male,Bachelor's Degree,Senior Manager,7.5,101899
24.0,Female,High School,Sales Representative,2.5,19381
30.0,Male,Master's Degree,Senior Data Analyst,6.0,83622
26.0,Female,Bachelor's Degree,Manager,3.0,31025
32.0,Male,PhD,Senior Data Scientist,10.0,234398
22.0,Female,High School,Receptionist,0.0,6517
37.0,Male,Bachelor's Degree,Director,18.0,224451
38.0,Female,Master's Degree,Senior Manager,7.5,119111
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,39344
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20789
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,42340
34.0,Female,PhD,Senior Research Scientist,11.0,84446
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,38254
31.0,Female,Master's Degree,Director,15.0,213323
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,35874
31.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22335
29.0,Male,Bachelor's Degree,Marketing Specialist,3.0,38212
34.0,Female,PhD,Senior Research Scientist,11.0,80376
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,37561
31.0,Female,Master's Degree,Director,15.0,234565
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79149
35.0,Female,Master's Degree,Director,11.0,480592
24.0,Male,Bachelor's Degree,Junior Data Analyst,1.0,49818
28.0,Female,PhD,Senior Data Scientist,10.0,218130
32.0,Male,Bachelor's Degree,Senior Manager,12.0,145203
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,27618
41.0,Male,Master's Degree,Lead Software Engineer,12.0,257886
29.0,Female,Bachelor's Degree,Marketing Specialist,4.0,40563
33.0,Male,Bachelor's Degree,Senior Manager,7.5,96638
24.0,Female,High School,Sales Representative,2.5,16573
30.0,Male,Master's Degree,Senior Data Analyst,6.0,85101
26.0,Female,Bachelor's Degree,Social Media Man,7.0,51061
31.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,85679
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,29009
33.0,Male,Master's Degree,Senior Manager,7.5,126048
29.0,Female,High School,Customer Service Representative,3.0,12504
36.0,Male,PhD,Principal Data Scientist,13.0,281629
27.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21601
31.0,Male,Bachelor's Degree,Senior Manager,12.0,156278
28.0,Female,Master's Degree,Data Analyst,4.0,68800
25.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,87815
30.0,Female,Bachelor's Degree,Sales Manager,8.0,106875
34.0,Male,PhD,Senior Research Scientist,11.0,80648
28.0,Female,Bachelor's Degree,Data Analyst,3.0,38248
32.0,Male,Bachelor's Degree,Director,18.0,249818
24.0,Female,High School,Receptionist,0.0,6701
37.0,Male,Master's Degree,Director,14.0,561144
39.0,Female,Bachelor's Degree,Director,15.0,173944
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,39344
31.0,Female,PhD,Senior Data Scientist,10.0,223835
29.0,Male,Bachelor's Degree,Data Analyst,4.0,40778
33.0,Female,Master's Degree,Senior Manager,7.5,114854
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,94702
36.0,Female,PhD,Principal Data Scientist,12.0,278870
25.0,Male,Bachelor's Degree,Director,18.0,242139
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21486
34.0,Male,PhD,Senior Research Scientist,11.0,82565
28.0,Female,Bachelor's Degree,Data Analyst,3.0,42432
32.0,Male,Bachelor's Degree,Director,18.0,211384
24.0,Female,High School,Receptionist,0.0,6627
37.0,Male,Master's Degree,Director,14.0,580862
39.0,Female,Bachelor's Degree,Director,15.0,175256
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,40706
31.0,Female,PhD,Senior Data Scientist,10.0,224776
29.0,Male,Bachelor's Degree,Data Analyst,4.0,42011
33.0,Female,Master's Degree,Senior Manager,7.5,124084
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,81677
36.0,Female,PhD,Principal Data Scientist,12.0,277752
25.0,Male,Bachelor's Degree,Director,18.0,220735
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20743
34.0,Male,PhD,Senior Research Scientist,11.0,79334
28.0,Female,Bachelor's Degree,Data Analyst,3.0,36121
32.0,Male,Bachelor's Degree,Director,18.0,229970
24.0,Female,High School,Receptionist,0.0,7354
37.0,Male,Master's Degree,Director,14.0,522908
39.0,Female,Bachelor's Degree,Director,15.0,156119
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,42510
31.0,Female,PhD,Senior Data Scientist,10.0,240215
29.0,Male,Bachelor's Degree,Data Analyst,4.0,36505
33.0,Female,Master's Degree,Senior Manager,7.5,120628
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,79882
36.0,Female,PhD,Principal Data Scientist,12.0,295360
25.0,Male,Bachelor's Degree,Director,18.0,214869
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20917
34.0,Male,PhD,Senior Research Scientist,11.0,81162
28.0,Female,Bachelor's Degree,Data Analyst,3.0,36223
32.0,Male,Bachelor's Degree,Director,18.0,230710
24.0,Female,High School,Receptionist,0.0,6689
37.0,Male,Master's Degree,Director,14.0,592216
39.0,Female,Bachelor's Degree,Director,15.0,159970
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,39893
31.0,Female,PhD,Senior Data Scientist,10.0,230989
29.0,Male,Bachelor's Degree,Data Analyst,4.0,39735
33.0,Female,Master's Degree,Senior Manager,7.5,131860
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83978
36.0,Female,PhD,Principal Data Scientist,12.0,308873
25.0,Male,Bachelor's Degree,Director,18.0,241719
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21366
34.0,Male,PhD,Senior Research Scientist,11.0,83470
28.0,Female,Bachelor's Degree,Data Analyst,3.0,39437
32.0,Male,Bachelor's Degree,Director,18.0,216387
24.0,Female,High School,Receptionist,0.0,7082
37.0,Male,Master's Degree,Director,14.0,557107
39.0,Female,Bachelor's Degree,Director,15.0,168882
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,36276
31.0,Female,PhD,Senior Data Scientist,10.0,209605
29.0,Male,Bachelor's Degree,Data Analyst,4.0,37625
33.0,Female,Master's Degree,Senior Manager,7.5,133585
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,83741
36.0,Female,PhD,Principal Data Scientist,12.0,304146
25.0,Male,Bachelor's Degree,Director,18.0,222745
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24123
34.0,Male,PhD,Senior Research Scientist,11.0,85295
28.0,Female,Bachelor's Degree,Data Analyst,3.0,36975
32.0,Male,Bachelor's Degree,Director,18.0,210697
24.0,Female,High School,Receptionist,0.0,6381
37.0,Male,Master's Degree,Director,14.0,508322
39.0,Female,Bachelor's Degree,Director,15.0,180480
26.0,Male,Bachelor's Degree,Marketing Associate,2.0,41505
31.0,Female,PhD,Senior Data Scientist,10.0,238057
29.0,Male,Bachelor's Degree,Data Analyst,4.0,40070
33.0,Female,Master's Degree,Senior Manager,7.5,131217
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,88268
36.0,Female,PhD,Principal Data Scientist,12.0,291548
25.0,Male,Bachelor's Degree,Director,18.0,242136
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22781
34.0,Male,PhD,Senior Research Scientist,11.0,75637
